element,image
18_68_9_0,35_51_8_0
18_68_10_1,35_51_9_0
18_69_6_1,35_52_5_0
18_70_5,35_53_4
18_70_6_0,35_53_5_1
18_70_7_0,35_53_6
18_71_8,35_54_7
19_20_3,37_2_2
19_21_4,37_3_3
19_26_4,37_8_3
19_27_4,37_9_3
19_27_5,37_9_4
19_28_7,37_10_6
19_29_8_0,37_11_7
19_34_7,37_16_6
19_34_8_0,37_16_7
19_35_4,37_17_3
19_35_8_0,37_17_7
19_35_9_0,37_17_8
19_36_5,37_18_4_1
19_36_11,37_18_10
19_37_12_0,37_19_11
19_38_7_0,37_20_6
19_40_5_1,37_22_4
19_41_5_0,37_23_4
19_41_7_1,37_23_6
19_42_6_0,37_24_5
19_42_11,37_24_10
19_42_12_0,37_24_11
19_43_12_0,37_25_11
19_43_13_0,37_25_12
19_44_7,37_26_6
19_44_15,37_26_14
19_45_16_0,37_27_15
19_48_12_0,37_30_11
19_49_4,37_31_3_0
19_49_11_0,37_31_10_0
19_50_15,37_32_14
19_50_16_0,37_32_15
19_51_4,37_33_3
19_51_6_0,37_33_5
19_51_8_0,37_33_7
19_51_16_0,37_33_15
19_51_17_0,37_33_16
19_52_5_0,37_34_4
19_52_11_0,37_34_10
19_52_19,37_34_18
19_53_10,37_35_9
19_53_20_0,37_35_19
19_54_15_0,37_36_14
19_55_8,37_37_7_0
19_55_11_0,37_37_10
19_56_7,37_38_6_0
19_56_10_0,37_38_9
19_57_5,37_39_4
19_57_6_0,37_39_5
19_57_8_1,37_39_7
19_57_15_0,37_39_14
19_58_5,37_40_4_1
19_58_6_1,37_40_5_1
19_58_7,37_40_6_0
19_58_11_0,37_40_10
19_58_19,37_40_18
19_58_20_0,37_40_19
19_59_6_0,37_41_5
19_59_8_1,37_41_7
19_59_12_0,37_41_11
19_59_20_0,37_41_19
19_60_9_0,37_42_8
19_60_15_0,37_42_14
19_61_14_0,37_43_13
19_62_5_0,37_44_4_0
19_65_8_0,37_47_7
19_65_9_0,37_47_8_0
19_65_9_1,37_47_8_1
19_66_5,37_48_4_0
19_66_10_0,37_48_9_0
19_66_10_1,37_48_9_1
19_67_6_1,37_49_5_0
19_69_8_0,37_51_7_1
19_69_10_0,37_51_9
19_70_7_1,37_52_6
19_70_9_0,37_52_8
19_71_6,37_53_5_1
19_71_8,37_53_7
19_72_7,37_54_6_1
20_19_2,39_0_1
20_19_3_1,39_0_2
20_19_4,39_0_3
20_19_5,39_0_4
20_19_6,39_0_5
20_19_7,39_0_6
20_19_8,39_0_7
20_19_9_1,39_0_8
20_19_10_1,39_0_9
20_19_11_1,39_0_10
20_19_12,39_0_11
20_19_13,39_0_12
20_19_14,39_0_13
20_19_15,39_0_14
20_19_16,39_0_15
20_19_17,39_0_16
20_19_18,39_0_17
20_19_19,39_0_18
20_19_20,39_0_19
20_19_21,39_0_20
20_19_22,39_0_21
20_19_23,39_0_22
20_19_24,39_0_23
20_19_25,39_0_24
20_19_26,39_0_25
20_19_27,39_0_26
20_20_2,39_1_1
20_21_3_0,39_2_2
20_22_3_0,39_3_2
20_22_4_0,39_3_3
20_26_3,39_7_2
20_26_4_0,39_7_3
20_26_5_0,39_7_4
20_27_3,39_8_2
20_27_4_1,39_8_3
20_28_4,39_9_3
20_28_5,39_9_4
20_28_6_1,39_9_5
20_29_7_0,39_10_6
20_30_7_0,39_11_6
20_30_8_0,39_11_7
20_33_4_0,39_14_3
20_33_6,39_14_5
20_33_7_0,39_14_6
20_34_3,39_15_2
20_34_4_0,39_15_3
20_34_5,39_15_4
20_34_6_0,39_15_5_1 + 39_15_5_0
20_34_6_1,39_15_5_0
20_34_7_1,39_15_6
20_34_8_0,39_15_7
20_34_9_0,39_15_8
20_35_3,39_16_2
20_35_7_0,39_16_6
20_35_8_1,39_16_7
20_36_4,39_17_3
20_36_6_0,39_17_5
20_36_7,39_17_6
20_36_8,39_17_7
20_36_9,39_17_8
20_36_10_1,39_17_9
20_37_4,39_18_3
20_37_5_0,39_18_4_1
20_37_6_0,39_18_5
20_37_11_0,39_18_10
20_38_11_0,39_19_10
20_38_12_0,39_19_11
20_39_6,39_20_5
20_39_7_0,39_20_6
20_40_4_1,39_21_3
20_40_6_0,39_21_5
20_41_5_1,39_22_4
20_41_10_0,39_22_9
20_41_11_0,39_22_10
20_42_5,39_23_4
20_42_7_0,39_23_6
20_42_9_0,39_23_8
20_42_10_0,39_23_9_1 + 39_23_9_0
20_42_10_1,39_23_9_0
20_42_11_1,39_23_10
20_42_12_0,39_23_11
20_42_13_0,39_23_12
20_43_6,39_24_5
20_43_11_0,39_24_10
20_43_12_1,39_24_11
20_44_10_0,39_25_9
20_44_11,39_25_10
20_44_12,39_25_11
20_44_13,39_25_12
20_44_14_1,39_25_13
20_45_7_0,39_26_6
20_45_9_0,39_26_8
20_45_10_0,39_26_9
20_45_15_0,39_26_14
20_46_15_0,39_27_14
20_46_16_0,39_27_15
20_47_10_0,39_28_9
20_47_11,39_28_10
20_48_9_0,39_29_8
20_48_10,39_29_9
20_49_3,39_30_2
20_49_4_0,39_30_3
20_49_5_0,39_30_4
20_49_6_0,39_30_5
20_49_8_0,39_30_7
20_49_9_0,39_30_8
20_49_10,39_30_9
20_49_11_0,39_30_10
20_49_12_0,39_30_11
20_49_14_0,39_30_13
20_49_15_0,39_30_14
20_50_3,39_31_2
20_50_4_0,39_31_3_1
20_50_4_1,39_31_3_0
20_50_5_1,39_31_4
20_50_6_0,39_31_5_1
20_50_7_1,39_31_6
20_50_8_0,39_31_7
20_50_9,39_31_8_1 + 39_31_8_0
20_50_10_0,39_31_9_0
20_50_10_1,39_31_9_1 + 39_31_9_0
20_50_11_0,39_31_10_0
20_50_11_1,39_31_10_1
20_50_12,39_31_11
20_50_13_0,39_31_12
20_50_14_0,39_31_13_1 + 39_31_13_0
20_50_14_1,39_31_13_0
20_50_15_1,39_31_14
20_50_16_0,39_31_15
20_50_17_0,39_31_16
20_51_3,39_32_2
20_51_7_1,39_32_6
20_51_9_0,39_32_8
20_51_10,39_32_9
20_51_15_0,39_32_14
20_51_16_1,39_32_15
20_52_4_0,39_33_3
20_52_5_1,39_33_4
20_52_6_0,39_33_5
20_52_8_0,39_33_7
20_52_14_0,39_33_13
20_52_15,39_33_14
20_52_16,39_33_15
20_52_17,39_33_16
20_52_18_1,39_33_17
20_53_4_0,39_34_3
20_53_5_0,39_34_4
20_53_10_0,39_34_9
20_53_11_0,39_34_10
20_53_13_0,39_34_12
20_53_14_0,39_34_13
20_53_19_0,39_34_18
20_54_9_0,39_35_8
20_54_10_0,39_35_9
20_54_19_0,39_35_18
20_54_20_0,39_35_19
20_55_14_0,39_36_13
20_55_15,39_36_14
20_56_7_0,39_37_6
20_56_8_0,39_37_7_1 + 39_37_7_0
20_56_8_1,39_37_7_0
20_56_9_0,39_37_8_1
20_56_9_1,39_37_8_0
20_56_10_1,39_37_9
20_56_11_0,39_37_10
20_56_13_0,39_37_12
20_56_14,39_37_13
20_57_4,39_38_3
20_57_5_0,39_38_4_1
20_57_6_1,39_38_5
20_57_7_1,39_38_6_0
20_57_8_0,39_38_7
20_57_9_0,39_38_8
20_57_10_0,39_38_9
20_57_18_0,39_38_17
20_57_19_0,39_38_18
20_58_4,39_39_3
20_58_5_1,39_39_4
20_58_6_1,39_39_5
20_58_8,39_39_7
20_58_10,39_39_9
20_58_14_0,39_39_13
20_58_15,39_39_14
20_58_17_0,39_39_16
20_58_18_0,39_39_17_1 + 39_39_17_0
20_58_18_1,39_39_17_0
20_58_19_1,39_39_18
20_58_20_0,39_39_19
20_58_21_0,39_39_20
20_59_4,39_40_3
20_59_5_0,39_40_4_1
20_59_6_0,39_40_5_0
20_59_6_1,39_40_5_1
20_59_7_0,39_40_6_0
20_59_7_3,39_40_6_1
20_59_9,39_40_8
20_59_11_0,39_40_10
20_59_13_0,39_40_12
20_59_14,39_40_13
20_59_19_0,39_40_18
20_59_20_1,39_40_19
20_60_5_0,39_41_4_1
20_60_5_1,39_41_4_0
20_60_6_0,39_41_5
20_60_8_0,39_41_7
20_60_11_0,39_41_10
20_60_12_0,39_41_11
20_60_18_0,39_41_17
20_60_19,39_41_18
20_61_4,39_42_3
20_61_5_0,39_42_4
20_61_6_0,39_42_5
20_61_8_0,39_42_7
20_61_9_0,39_42_8
20_61_10_0,39_42_9
20_61_13_0,39_42_12
20_61_14_0,39_42_13
20_61_15_0,39_42_14
20_61_17_0,39_42_16
20_61_18_0,39_42_17
20_62_4_0,39_43_3
20_62_12_1,39_43_11
20_62_13_0,39_43_12
20_62_14_0,39_43_13
20_63_6_0,39_44_5
20_63_7_0,39_44_6
20_63_11_0,39_44_10
20_64_4,39_45_3_1
20_64_5_0,39_45_4_1
20_64_5_1,39_45_4_0 + 39_45_4_1
20_64_6_1,39_45_5_0
20_64_7_1,39_45_6
20_64_8_0,39_45_7
20_64_10_0,39_45_9
20_64_13,39_45_12
20_65_4,39_46_3
20_65_5_0,39_46_4_1
20_65_5_2,39_46_4_0
20_65_6_0,39_46_5
20_65_7_0,39_46_6_0
20_65_7_2,39_46_6_1
20_65_8_1,39_46_7
20_65_9_2,39_46_8
20_65_12_0,39_46_11
20_66_4,39_47_3
20_66_5_1,39_47_4
20_66_6_0,39_47_5_0
20_66_6_2,39_47_5_1
20_66_7_0,39_47_6
20_66_8_0,39_47_7
20_66_9_1,39_47_8_0
20_66_9_2,39_47_8_1
20_66_11_0,39_47_10
20_67_5_0,39_48_4_0
20_67_5_1,39_48_4_1
20_67_6_2,39_48_5_0
20_67_7_0,39_48_6_1
20_67_7_1,39_48_6_0
20_67_8_0,39_48_7_2 + 39_48_7_1
20_67_8_1,39_48_7_0
20_67_9_0,39_48_8
20_67_10_0,39_48_9_0
20_67_10_1,39_48_9_1
20_68_5_0,39_49_4
20_68_6_0,39_49_5_0
20_68_7_0,39_49_6
20_68_9_0,39_49_8
20_69_8_0,39_50_7
20_69_9_0,39_50_8
20_69_10_0,39_50_9
20_70_6,39_51_5
20_70_7_0,39_51_6
20_70_8_0,39_51_7
20_70_9_0,39_51_8
20_71_6_1,39_52_5
20_71_7_0,39_52_6
20_72_6,39_53_5
20_72_7_0,39_53_6
20_73_6,39_54_5
20_74_5,39_55_4
21_26_3,41_6_2
21_29_4_1,41_9_3
21_31_8_1,41_11_7
21_34_7,41_14_6
21_37_8_0,41_17_7
21_38_5,41_18_4_1
21_38_6_0,41_18_5
21_39_4,41_19_3
21_40_7,41_20_6
21_41_4_0,41_21_3
21_41_6_1,41_21_5
21_42_5_1,41_22_4
21_42_11,41_22_10
21_43_7,41_23_6
21_45_12_0,41_25_11
21_46_7_0,41_26_6
21_47_16_1,41_27_15
21_48_11,41_28_10
21_49_10,41_29_9
21_50_15,41_30_14
21_51_11,41_31_10_0
21_52_10,41_32_9
21_53_16_0,41_33_15
21_54_7,41_34_6
21_54_11_0,41_34_10
21_54_14_0,41_34_13
21_55_10,41_35_9
21_56_15,41_36_14
21_57_4,41_37_3
21_57_8_0,41_37_7_0
21_57_11_0,41_37_10
21_57_14,41_37_13
21_58_7,41_38_6_0
21_58_10_1,41_38_9
21_58_19,41_38_18
21_59_8,41_39_7
21_59_15,41_39_14
21_60_5,41_40_4_1
21_60_14_0,41_40_13
21_61_6_1,41_41_5
21_62_9_1,41_42_8
21_62_15_0,41_42_14
21_63_14,41_43_13
21_65_8_1,41_45_7
21_67_7,41_47_6
21_68_10_0,41_48_9_0
21_69_7_0,41_49_6
21_70_5,41_50_4
21_70_7_0,41_50_6_1
21_71_8_0,41_51_7
21_72_6_1,41_52_5
21_72_7_0,41_52_6
21_73_6,41_53_5_1
22_21_2,43_0_1
22_21_3_1,43_0_2
22_21_4,43_0_3
22_21_5_1,43_0_4
22_21_6,43_0_5
22_21_7,43_0_6
22_21_8,43_0_7
22_21_9,43_0_8
22_21_10,43_0_9
22_21_11,43_0_10
22_21_12,43_0_11
22_21_13,43_0_12
22_21_14,43_0_13
22_21_15,43_0_14
22_21_16,43_0_15
22_21_17,43_0_16
22_21_18,43_0_17
22_21_19,43_0_18
22_21_20,43_0_19
22_21_21,43_0_20
22_21_22,43_0_21
22_21_23,43_0_22
22_21_24,43_0_23
22_21_25,43_0_24
22_21_26,43_0_25
22_21_27,43_0_26
22_24_3,43_3_2
22_24_4,43_3_3
22_27_3,43_6_2
22_28_3,43_7_2
22_28_4,43_7_3
22_28_5,43_7_4
22_30_4_0,43_9_3
22_31_7,43_10_6
22_32_6_0,43_11_5
22_32_7_0,43_11_6
22_32_8_0,43_11_7
22_35_4,43_14_3
22_35_6,43_14_5
22_35_7_0,43_14_6
22_36_3,43_15_2
22_36_4,43_15_3
22_36_5,43_15_4
22_36_6_0,43_15_5_1 + 43_15_5_0
22_36_7,43_15_6
22_36_8,43_15_7
22_36_9,43_15_8
22_37_7_0,43_16_6
22_38_4_1,43_17_3
22_38_5_0,43_17_4
22_38_6_0,43_17_5
22_38_7_0,43_17_6
22_38_8_0,43_17_7
22_39_3,43_18_2
22_39_4_0,43_18_3
22_39_5_0,43_18_4_1
22_39_5_1,43_18_4_0
22_39_6,43_18_5
22_40_4_0,43_19_3
22_40_10_0,43_19_9
22_40_11_0,43_19_10
22_40_12_0,43_19_11
22_41_6_0,43_20_5
22_41_7_0,43_20_6
22_42_4,43_21_3
22_42_6_0,43_21_5
22_43_5,43_22_4
22_43_10,43_22_9
22_43_11_0,43_22_10
22_44_6_0,43_23_5
22_44_7_0,43_23_6
22_44_9,43_23_8
22_44_10_0,43_23_9_1 + 43_23_9_0
22_44_11,43_23_10
22_44_12,43_23_11
22_44_13,43_23_12
22_45_6_1,43_24_5
22_45_11,43_24_10
22_46_10_0,43_25_9
22_46_11_0,43_25_10
22_46_12_0,43_25_11
22_47_7_0,43_26_6
22_47_9,43_26_8
22_47_10_0,43_26_9
22_47_15,43_26_14
22_48_14_0,43_27_13
22_48_15_0,43_27_14
22_48_16_0,43_27_15
22_49_9,43_28_8
22_49_10_0,43_28_9
22_49_11_0,43_28_10
22_50_9,43_29_8
22_50_10_0,43_29_9
22_51_4,43_30_3
22_51_5_0,43_30_4
22_51_6_0,43_30_5
22_51_8_0,43_30_7
22_51_9_0,43_30_8
22_51_10,43_30_9
22_51_11_0,43_30_10
22_51_12_0,43_30_11
22_51_14,43_30_13
22_51_15_0,43_30_14
22_52_3,43_31_2
22_52_4_0,43_31_3_1
22_52_5_0,43_31_4
22_52_6_0,43_31_5_1
22_52_7_0,43_31_6
22_52_8_0,43_31_7
22_52_9_0,43_31_8_1 + 43_31_8_0
22_52_9_1,43_31_8_0
22_52_10_0,43_31_9_0
22_52_10_1,43_31_9_1 + 43_31_9_0
22_52_11_0,43_31_10_0
22_52_11_1,43_31_10_1
22_52_12_1,43_31_11
22_52_13,43_31_12
22_52_14_0,43_31_13_1 + 43_31_13_0
22_52_15,43_31_14
22_52_16,43_31_15
22_52_17,43_31_16
22_53_9_0,43_32_8
22_53_10_0,43_32_9
22_53_15_0,43_32_14
22_54_5_0,43_33_4
22_54_6_0,43_33_5
22_54_8_0,43_33_7
22_54_13_0,43_33_12
22_54_14_0,43_33_13
22_54_15_0,43_33_14
22_54_16_0,43_33_15
22_55_4,43_34_3
22_55_5_0,43_34_4
22_55_7_0,43_34_6
22_55_9,43_34_8
22_55_10_0,43_34_9
22_55_11_0,43_34_10
22_55_13,43_34_12
22_55_14_0,43_34_13
22_56_6,43_35_5
22_56_9_0,43_35_8
22_56_10_0,43_35_9
22_56_18_0,43_35_17
22_56_19_0,43_35_18
22_56_20_0,43_35_19
22_57_13,43_36_12
22_57_14_0,43_36_13
22_57_15_0,43_36_14
22_58_4,43_37_3
22_58_7_0,43_37_6
22_58_8_0,43_37_7_1 + 43_37_7_0
22_58_8_1,43_37_7_0
22_58_9_0,43_37_8_1
22_58_9_1,43_37_8_0
22_58_10_1,43_37_9
22_58_11_0,43_37_10
22_58_13,43_37_12
22_58_14_0,43_37_13
22_59_4,43_38_3
22_59_5_0,43_38_4_1
22_59_6_1,43_38_5
22_59_7_2,43_38_6_0
22_59_8_0,43_38_7
22_59_9_0,43_38_8
22_59_10_0,43_38_9
22_59_18,43_38_17
22_59_19_0,43_38_18
22_60_8_0,43_39_7
22_60_13_0,43_39_12
22_60_14_0,43_39_13
22_60_15_0,43_39_14
22_60_17,43_39_16
22_60_18_0,43_39_17_1 + 43_39_17_0
22_60_19,43_39_18
22_61_5_0,43_40_4_1
22_61_6_0,43_40_5_0
22_61_7_0,43_40_6_0
22_61_12_0,43_40_11
22_61_13_0,43_40_12
22_61_14_0,43_40_13
22_62_5_0,43_41_4
22_62_6_0,43_41_5
22_62_8_2,43_41_7
22_62_11_1,43_41_10
22_62_12_0,43_41_11
22_63_7_0,43_42_6
22_63_8_0,43_42_7
22_63_9_0,43_42_8
22_63_10_0,43_42_9
22_63_13,43_42_12
22_63_14_0,43_42_13
22_63_15_0,43_42_14
22_64_12,43_43_11
22_64_13_0,43_43_12
22_64_14_0,43_43_13
22_65_4,43_44_3
22_65_6_0,43_44_5
22_65_7_0,43_44_6
22_65_11_0,43_44_10
22_66_5_0,43_45_4_1
22_66_5_1,43_45_4_0 + 43_45_4_1
22_66_7_0,43_45_6
22_66_8_0,43_45_7
22_66_13,43_45_12
22_67_4,43_46_3
22_67_5_0,43_46_4
22_67_6_0,43_46_5
22_67_12_0,43_46_11
22_68_6,43_47_5
22_68_7_0,43_47_6
22_68_8_0,43_47_7
22_68_9_0,43_47_8_0
22_68_11_0,43_47_10
22_69_6_1,43_48_5
22_69_7_0,43_48_6
22_69_8_0,43_48_7_1 + 43_48_7_0
22_69_8_2,43_48_7_0
22_69_9_0,43_48_8
22_69_10_0,43_48_9_0
22_69_10_3,43_48_9_1 + 43_48_9_0
22_70_6_0,43_49_5
22_70_7_0,43_49_6
22_71_5_0,43_50_4_0
22_71_5_1,43_50_4_1
22_71_6_0,43_50_5
22_71_7_0,43_50_6_0
22_71_7_1,43_50_6_1
22_72_5,43_51_4
22_72_6_0,43_51_5_0
22_72_7_0,43_51_6
22_73_6_1,43_52_5
23_24_3,45_2_2
23_25_4,45_3_3
23_31_4,45_9_3
23_31_5_0,45_9_4
23_31_6,45_9_5
23_32_7_0,45_10_6
23_33_8,45_11_7
23_37_6_0,45_15_5_0
23_38_3,45_16_2
23_38_7_0,45_16_6
23_39_4_0,45_17_3
23_39_8,45_17_7
23_39_9_0,45_17_8
23_40_5_0,45_18_4_1
23_40_6_0,45_18_5
23_40_11_0,45_18_10
23_41_4_1,45_19_3
23_41_12,45_19_11
23_43_6,45_21_5
23_44_5_0,45_22_4
23_45_5_0,45_23_4
23_45_10,45_23_9_0
23_46_6_0,45_24_5
23_46_11_0,45_24_10
23_47_12,45_25_11
23_47_13_0,45_25_12
23_47_14,45_25_13
23_48_10,45_26_9
23_48_15_0,45_26_14
23_49_16,45_27_15
23_51_10,45_29_9
23_53_4,45_31_3_0
23_53_6_0,45_31_5_0
23_53_14_0,45_31_13_0
23_54_10_0,45_32_9
23_54_15_0,45_32_14
23_55_4,45_33_3
23_55_6_1,45_33_5
23_55_8,45_33_7
23_55_16,45_33_15
23_55_17_0,45_33_16
23_56_5_0,45_34_4
23_56_7_1,45_34_6
23_56_14,45_34_13
23_56_19_0,45_34_18
23_57_6_1,45_35_5
23_57_10_0,45_35_9
23_57_20,45_35_19
23_58_7_1,45_36_6
23_59_8_0,45_37_7_0
23_59_14,45_37_13
23_60_7_0,45_38_6_0
23_60_10_0,45_38_9
23_61_4,45_39_3
23_61_6_0,45_39_5
23_61_8_1,45_39_7
23_61_18,45_39_17_0
23_62_5_0,45_40_4_1
23_62_6_1,45_40_5_1
23_62_7_0,45_40_6_0
23_62_7_1,45_40_6_1
23_62_11_0,45_40_10
23_62_14_0,45_40_13
23_63_8_0,45_41_7
23_63_12,45_41_11
23_64_9_0,45_42_8
23_65_14_0,45_43_13
23_67_6_1,45_45_5_0
23_68_7_0,45_46_6
23_68_8_1,45_46_7
23_68_9_0,45_46_8
23_69_7_1,45_47_6
23_69_8_0,45_47_7
23_69_9_0,45_47_8_0
23_69_9_2,45_47_8_1
23_70_8_1,45_48_7_1 + 45_48_7_0
23_71_7_0,45_49_6
23_72_5,45_50_4_1
23_72_7_1,45_50_6
23_74_5,45_52_4
24_23_2,47_0_1
24_23_3,47_0_2
24_23_4_1,47_0_3
24_23_5_1,47_0_4
24_23_6_1,47_0_5
24_23_7_1,47_0_6
24_23_8_1,47_0_7
24_23_9_2,47_0_8
24_23_10_1,47_0_9
24_23_11_1,47_0_10
24_23_12_1,47_0_11
24_23_13,47_0_12
24_23_14,47_0_13
24_23_15,47_0_14
24_23_16,47_0_15
24_23_17,47_0_16
24_23_18,47_0_17
24_23_19,47_0_18
24_23_20,47_0_19
24_23_21,47_0_20
24_23_22,47_0_21
24_23_23,47_0_22
24_23_24,47_0_23
24_23_25,47_0_24
24_23_26,47_0_25
24_23_27,47_0_26
24_24_2,47_1_1
24_25_3,47_2_2
24_26_2,47_3_1
24_26_3_0,47_3_2
24_26_4_0,47_3_3
24_29_3,47_6_2
24_30_3_0,47_7_2
24_30_4_0,47_7_3
24_30_5_0,47_7_4
24_31_3_0,47_8_2
24_31_4_1,47_8_3
24_32_4_0,47_9_3
24_32_5_1,47_9_4
24_32_6_1,47_9_5
24_33_7_0,47_10_6
24_34_6_0,47_11_5
24_34_7_0,47_11_6
24_34_8_0,47_11_7
24_37_3,47_14_2
24_37_4,47_14_3
24_37_5_0,47_14_4
24_37_6_0,47_14_5
24_37_7_0,47_14_6
24_38_2,47_15_1
24_38_3_0,47_15_2
24_38_4_0,47_15_3
24_38_5_0,47_15_4
24_38_6_0,47_15_5_1 + 47_15_5_0
24_38_6_1,47_15_5_0
24_38_7_1,47_15_6
24_38_8_0,47_15_7
24_38_9_0,47_15_8
24_39_3_0,47_16_2
24_39_7_0,47_16_6
24_39_8_1,47_16_7
24_40_4_0,47_17_3
24_40_5_1,47_17_4
24_40_6_0,47_17_5
24_40_7_0,47_17_6
24_40_8_0,47_17_7
24_40_9_1,47_17_8
24_40_10_1,47_17_9
24_41_3_0,47_18_2
24_41_4_0,47_18_3
24_41_5_0,47_18_4_1
24_41_5_2,47_18_4_0
24_41_6_0,47_18_5
24_41_11_0,47_18_10
24_42_4_1,47_19_3
24_42_10,47_19_9
24_42_11_0,47_19_10
24_42_12_0,47_19_11
24_43_5_1,47_20_4
24_43_6_0,47_20_5
24_43_7_0,47_20_6
24_44_4_0,47_21_3
24_44_6_0,47_21_5
24_45_5_0,47_22_4
24_45_9_0,47_22_8
24_45_10_0,47_22_9
24_45_11_0,47_22_10
24_46_5_0,47_23_4
24_46_6_2,47_23_5
24_46_7_0,47_23_6
24_46_9_0,47_23_8
24_46_10_0,47_23_9_1 + 47_23_9_0
24_46_10_1,47_23_9_0
24_46_11_1,47_23_10
24_46_12_0,47_23_11
24_46_13_0,47_23_12
24_47_6_0,47_24_5
24_47_11,47_24_10
24_47_12_1,47_24_11
24_48_9_0,47_25_8
24_48_10_0,47_25_9
24_48_11_0,47_25_10
24_48_12_0,47_25_11
24_48_13_1,47_25_12
24_48_14_1,47_25_13
24_49_7,47_26_6
24_49_8_1,47_26_7
24_49_9_0,47_26_8
24_49_10_0,47_26_9
24_49_15_0,47_26_14
24_50_14,47_27_13
24_50_15_0,47_27_14
24_50_16_0,47_27_15
24_51_9_0,47_28_8
24_51_10_0,47_28_9
24_51_11_0,47_28_10
24_52_8_0,47_29_7
24_52_9_0,47_29_8
24_52_10_0,47_29_9
24_53_3,47_30_2
24_53_4_0,47_30_3
24_53_5_0,47_30_4
24_53_6_0,47_30_5
24_53_8,47_30_7
24_53_9_0,47_30_8
24_53_10_0,47_30_9
24_53_11_0,47_30_10
24_53_12_0,47_30_11
24_53_13_0,47_30_12
24_53_14_0,47_30_13
24_53_15_0,47_30_14
24_54_3,47_31_2
24_54_4_0,47_31_3_1
24_54_4_1,47_31_3_0
24_54_5_1,47_31_4
24_54_6_0,47_31_5_1
24_54_6_1,47_31_5_0
24_54_7_1,47_31_6
24_54_8_0,47_31_7
24_54_9_0,47_31_8_1 + 47_31_8_0
24_54_9_1,47_31_8_0
24_54_10_0,47_31_9_0
24_54_10_1,47_31_9_1 + 47_31_9_0
24_54_11_0,47_31_10_0
24_54_11_1,47_31_10_1
24_54_12_1,47_31_11
24_54_13_0,47_31_12
24_54_14_0,47_31_13_1 + 47_31_13_0
24_54_14_1,47_31_13_0
24_54_15_1,47_31_14
24_54_16_0,47_31_15
24_54_17_0,47_31_16
24_55_3,47_32_2
24_55_7_1,47_32_6
24_55_8_1,47_32_7
24_55_9_0,47_32_8
24_55_10_0,47_32_9
24_55_15,47_32_14
24_55_16_1,47_32_15
24_56_4_0,47_33_3
24_56_6_0,47_33_5
24_56_8,47_33_7
24_56_13_0,47_33_12
24_56_14_0,47_33_13
24_56_15_0,47_33_14
24_56_16_0,47_33_15
24_56_17_1,47_33_16
24_56_18_1,47_33_17
24_57_3,47_34_2
24_57_4_0,47_34_3
24_57_5_0,47_34_4
24_57_7,47_34_6
24_57_9_0,47_34_8
24_57_10_0,47_34_9
24_57_11_0,47_34_10
24_57_12_1,47_34_11
24_57_13_0,47_34_12
24_57_14_0,47_34_13
24_57_19_0,47_34_18
24_58_6,47_35_5
24_58_8_1,47_35_7
24_58_9_0,47_35_8
24_58_10_0,47_35_9
24_58_18,47_35_17
24_58_19_0,47_35_18
24_58_20_0,47_35_19
24_59_7_1,47_36_6
24_59_13_0,47_36_12
24_59_14_0,47_36_13
24_59_15_0,47_36_14
24_60_4,47_37_3
24_60_7_0,47_37_6
24_60_8_0,47_37_7_1 + 47_37_7_0
24_60_8_1,47_37_7_0
24_60_9_1,47_37_8_1
24_60_9_2,47_37_8_0
24_60_10_1,47_37_9
24_60_11_0,47_37_10
24_60_12_0,47_37_11
24_60_13_0,47_37_12
24_60_14_0,47_37_13
24_61_4_0,47_38_3
24_61_5_0,47_38_4_1
24_61_6_1,47_38_5
24_61_7_0,47_38_6_0
24_61_7_4,47_38_6_1
24_61_8_1,47_38_7
24_61_9_0,47_38_8
24_61_10_0,47_38_9
24_61_17_0,47_38_16
24_61_18_0,47_38_17
24_62_4_0,47_39_3
24_62_5_1,47_39_4
24_62_6_1,47_39_5
24_62_8_0,47_39_7
24_62_10_0,47_39_9
24_62_13_0,47_39_12
24_62_14_0,47_39_13
24_62_15_0,47_39_14
24_62_17_0,47_39_16
24_63_5_0,47_40_4_1
24_63_6_0,47_40_5_0
24_63_6_2,47_40_5_1
24_63_7_0,47_40_6_0
24_63_7_2,47_40_6_1
24_63_9_0,47_40_8
24_63_11_0,47_40_10
24_63_12_1,47_40_11
24_63_13_0,47_40_12
24_63_14_0,47_40_13
24_64_5_0,47_41_4
24_64_6_0,47_41_5
24_64_8_0,47_41_7
24_64_11,47_41_10
24_64_12_0,47_41_11
24_65_7_0,47_42_6
24_65_8_0,47_42_7
24_65_9_0,47_42_8
24_65_10_1,47_42_9
24_65_13_0,47_42_12
24_65_14_0,47_42_13
24_66_12_0,47_43_11
24_66_13_0,47_43_12
24_67_5_1,47_44_4
24_67_6_0,47_44_5
24_67_7_0,47_44_6
24_67_11_0,47_44_10
24_68_4,47_45_3
24_68_5_0,47_45_4
24_68_6_0,47_45_5_0
24_68_6_1,47_45_5_1 + 47_45_5_0
24_68_7_0,47_45_6
24_68_8_0,47_45_7
24_68_10_0,47_45_9
24_69_7_0,47_46_6
24_69_8_1,47_46_7
24_69_9_2,47_46_8
24_70_6_1,47_47_5
24_70_7_0,47_47_6
24_70_8_0,47_47_7
24_70_9_1,47_47_8_0
24_70_9_2,47_47_8_1
24_71_4,47_48_3
24_71_5_1,47_48_4
24_71_6_0,47_48_5
24_71_7_0,47_48_6
